mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__penalty,param_classifier__max_iter,param_classifier__class_weight,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6996848106384277,0.12664059570532188,0.003669881820678711,8.600926366152973e-05,liblinear,l1,1000,balanced,5.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.9986316365626711,0.9953909465020576,0.9979759059649806,0.9942020679900503,0.9974576891186656,0.9967316492276851,0.0016662248144237,1
0.5049132823944091,0.22654270059245105,0.0036273956298828124,0.00022603226081410746,liblinear,l1,1000,,1.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': None, 'classifier__C': 1.0}",0.9982667396460501,0.9937570492303003,0.998530702823977,0.9934460810613082,0.9982441593913086,0.9964489464305888,0.0023291364233497505,2
0.34465837478637695,0.022626807254847323,0.003753995895385742,5.861405241919568e-05,liblinear,l1,1000,balanced,10.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 10.0}",0.9964665815240528,0.9890992226794696,0.9950738916256158,0.9910135102180169,0.9965553821391991,0.9936417176372707,0.0030351986367223144,3
27.181750774383545,3.314638879611618,0.002434396743774414,1.7345734050970897e-05,saga,l1,3000,balanced,10.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 3000, 'classifier__class_weight': 'balanced', 'classifier__C': 10.0}",0.995828011919966,0.9876969974089316,0.9953177583768229,0.990166073257572,0.9966651221772423,0.993134792628107,0.0035458400383063817,4
0.4107187747955322,0.06304816189658917,0.003459453582763672,0.0007171748165429269,liblinear,l2,1000,,1.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': None, 'classifier__C': 1.0}",0.9960651949157696,0.9867703094040543,0.9958481685606985,0.990678193435107,0.9962139686875091,0.9931151670006276,0.003793958149530032,5
11.644783639907837,0.40514036510411744,0.002508068084716797,3.596079370837586e-05,saga,l1,1000,balanced,5.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.9957915222283039,0.9873068129858253,0.9955067551090084,0.9900807198946495,0.9964273520948154,0.9930226324625206,0.00365390677165013,6
0.26562047004699707,0.02720410356680386,0.0029347896575927734,0.0002334335646247145,liblinear,l2,1000,balanced,0.1,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9960287052241075,0.9867032464563329,0.9960432619616642,0.989647856411257,0.9958786519045992,0.9928603443915922,0.00393724748711932,7
3.4699622631072997,0.5234709057517738,0.0025108814239501952,0.00019795793403046025,saga,l2,1000,balanced,0.1,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.995876664842182,0.9866605700350556,0.9959883919426425,0.9896112763985758,0.9959274252548408,0.9928128656946594,0.00393121429906547,8
0.4697384834289551,0.07932658848537301,0.0028128623962402344,7.375747620426227e-05,liblinear,l2,500,,5.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 500, 'classifier__class_weight': None, 'classifier__C': 5.0}",0.9959435626102293,0.9861057765584513,0.9954274984148661,0.9905562600595035,0.9957750085353363,0.9927616212356772,0.0038852552386705254,9
0.525815773010254,0.08492721124964082,0.003126049041748047,0.0004868359007708661,liblinear,l2,3000,balanced,5.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 3000, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.9959253177643982,0.9861057765584514,0.9952202116763401,0.9905440667219432,0.9957750085353363,0.9927140762512938,0.0038559216656862618,10
26.968330764770506,4.007110001846699,0.002512502670288086,6.071494715529626e-05,saga,l1,3000,,100.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 3000, 'classifier__class_weight': None, 'classifier__C': 100.0}",0.9955604208477772,0.9858070416095107,0.9951775349948788,0.989995366531727,0.9955799151343705,0.9924240558236528,0.003925844874338341,11
26.932051992416383,4.000462183230944,0.0026524543762207033,0.00043847880764955407,saga,l1,3000,,50.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 3000, 'classifier__class_weight': None, 'classifier__C': 50.0}",0.9955725840783313,0.9857704618198445,0.9951531483197581,0.9900014632005072,0.9955738184655905,0.9924142951768063,0.003934996125981619,12
17.975684452056885,2.344982396665278,0.0025002479553222655,7.51780925268077e-05,saga,l2,3000,balanced,10.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 3000, 'classifier__class_weight': 'balanced', 'classifier__C': 10.0}",0.9955725840783313,0.9857277853985673,0.9951592449885382,0.9899892698629469,0.9955738184655903,0.9924045405587949,0.003951754311474173,13
3.7269375324249268,0.012124892128675797,0.0024366378784179688,6.378078003670034e-05,saga,l2,500,balanced,5.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 500, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.9954266253116828,0.9858375247675659,0.9953726283958445,0.9894161829976101,0.9959091352485002,0.9923924193442408,0.004056598779709909,14
3.723317766189575,0.018441844567448972,0.002477693557739258,0.00011504969007637312,saga,l2,500,,100.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 500, 'classifier__class_weight': None, 'classifier__C': 100.0}",0.9954266253116828,0.9857643651882335,0.9953726283958445,0.9894100863288299,0.9958908452421598,0.9923729100933502,0.004078003056957541,15
7.428603315353394,0.011954111438476966,0.002497243881225586,6.976592060829245e-05,saga,l2,1000,balanced,5.0,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.995469196618622,0.9857521719250114,0.9951897283324391,0.9896600497488173,0.9957932985416768,0.9923728890333134,0.004010344062957919,16
