mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__penalty,param_classifier__max_iter,param_classifier__class_weight,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12542619705200195,0.005712926807563445,0.003689479827880859,0.00033594324689337717,liblinear,l1,500,balanced,0.1,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 500, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9765310466459892,0.9725840783312047,0.9666970747430518,0.9752660706683695,0.9724857337950544,0.972712800836734,0.003386894661842639,1
0.1268972396850586,0.007699913385152767,0.003840351104736328,0.0007088473708979652,liblinear,l1,3000,balanced,0.1,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 3000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9765310466459892,0.9725840783312047,0.9666970747430518,0.9752660706683695,0.9724857337950544,0.972712800836734,0.003386894661842639,1
6.94621729850769,0.6436962607391632,0.002456188201904297,5.268845618908428e-05,saga,l1,1000,balanced,0.1,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9763121084960166,0.9721948549534757,0.9670194003527337,0.9751809280544912,0.9726564405208994,0.9726727464755234,0.0032163612771062915,3
7.019536018371582,0.6936672939410465,0.0024858951568603516,9.271982978950103e-05,saga,l1,3000,balanced,0.1,"{'classifier__solver': 'saga', 'classifier__penalty': 'l1', 'classifier__max_iter': 3000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9763121084960166,0.9721948549534757,0.9670194003527337,0.9751809280544912,0.9726564405208994,0.9726727464755234,0.0032163612771062915,3
2.122335433959961,0.29054777574774865,0.0036022186279296873,0.00017640889534272677,liblinear,l1,1000,,1.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': None, 'classifier__C': 1.0}",0.9759715380405035,0.9708812260536399,0.9719029374201787,0.9766891686431917,0.9677425254840756,0.9726374791283179,0.0033201410909012704,5
4.947720575332641,0.46630608243843447,0.003949451446533203,0.0007921128022187075,liblinear,l1,1000,balanced,5.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 5.0}",0.9721401204159824,0.9667518092805449,0.9710150215897343,0.9775649212430821,0.9682424523240502,0.9711428649706788,0.0037402522030936494,6
0.33988308906555176,0.01155019275814012,0.0027774810791015626,6.572964570308034e-05,liblinear,l2,1000,balanced,0.1,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9731679133977985,0.968886456242778,0.9693060876968924,0.9726570577145288,0.9662000682826903,0.9700435166669376,0.0025786483875336573,7
4.572080993652344,0.6637827823143276,0.002826404571533203,0.0007513382458192105,saga,l2,1000,balanced,0.1,"{'classifier__solver': 'saga', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 0.1}",0.9730766891686432,0.968533722556711,0.9691905370066288,0.9725354254089885,0.9659988782129445,0.9698670504707831,0.0026313569043967385,8
0.5872636318206788,0.08034708292525022,0.0027923107147216795,3.1326205336626125e-05,liblinear,l2,1000,,1.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l2', 'classifier__max_iter': 1000, 'classifier__class_weight': None, 'classifier__C': 1.0}",0.9711609803563828,0.9680228668734415,0.9683999270206167,0.9725597518700966,0.9646941910939862,0.9689675434429048,0.002727316241272623,9
5.080130004882813,0.5822474451878764,0.0035714626312255858,1.975245768607187e-05,liblinear,l1,1000,balanced,10.0,"{'classifier__solver': 'liblinear', 'classifier__penalty': 'l1', 'classifier__max_iter': 1000, 'classifier__class_weight': 'balanced', 'classifier__C': 10.0}",0.970224411603722,0.964343489630846,0.9682174785623061,0.9758134160433013,0.9642308442666926,0.9685659280213736,0.004289988451460659,10
